caminho_imagem,celulas,particao
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_159_c5a677e9d495b6c0419df420f65c5a26.png,16,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_160_fbb86fcc0948f02be36a1348d1046688.png,16,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_161_e8795423a9b8dadabdfaac3547c17abe.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_162_5633910bdb41ea5626f7b60a8ef80af0.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_163_1c900ddde4d55e63c0d06c4854b29f89.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_164_0a2a5a681410054941cc56f51eb8fbda.png,5,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_165_7c09a4a52e0cb6ffc6a10044dd321123.png,8,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_166_eeabc7b91c5ab80afd2907f4111c6376.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_167_b1f43c3a74ea03d4df18696b710a3fc4.png,15,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_168_c99bb99a4e4ab6bbabceeea1bd229447.png,32,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_169_21b10fc9c3e06aaea9b934a68b29d832.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_170_c3342e85b3c771fadb1e7365b6eff252.png,7,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_171_cb206130cf379df998fa4fd995411ea7.png,13,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_172_bdb0651112686ecfdb9db5b4d2e1d0e7.png,11,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_173_4bae321eaa4fedb2a75bf5c53b14b4f4.png,38,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_174_4b474d44ad6dd5b66d25d339db5fe138.png,27,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_175_c489085d5447252cf12c696ae302af23.png,4,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_176_5613e617f960b8414dbec5aa38647f96.png,24,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_177_96d54337d5489e81ce6ad5508d7a5434.png,15,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_178_008df697b9283d9ad4774096584d2efb.png,5,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_179_b8df9a1c242fc6f825df3d16a1de8588.png,8,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_180_f5bd2f7c1dea1ebb6ab3aeb72834b282.png,14,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_181_ad4c619f92f722c47fed0bed95045fcd.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_182_c63289c59bca91f80b2dde9ac013cc57.png,19,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_183_d44546808b8c6976fbc7946f370562c4.png,29,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_184_1a57775542328ddeda39a1aaacebfef0.png,19,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_185_c02a44c85b736dce9991d38c3f5fdd14.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_186_09ddefdfc9ca8df4da326825425336d3.png,16,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_187_8f4f6c8c7589b41794bb248571026f1f.png,11,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_188_430addb0dc6daf0e6271fb6efe1a9777.png,44,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_189_03f5d5ec88161b9365bea549d7ce92cd.png,13,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_190_e6b13ffc7b9ba7170133da814ce6aa51.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_191_e40cc4bedbe9837b12f9343953b391ef.png,12,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_192_5c7feaaf66d0981fe28378fbab186509.png,38,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_193_c0dad84e596a1fd11720827eda489983.png,25,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_194_040722a73af21747a3b66a8d69a235d0.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_195_a7b7d4eb6367ad432a806b5662ff44e0.png,12,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_196_afc49f54ae8294f041c7998bd02d5a8f.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_197_7275dd2f91a0dbb6e49b28da3f456c57.png,8,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_198_51219b4ad46ba947174b808fcee65478.png,8,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_199_5ebaeeae59a5bc5ca0d79d99cb4dcac1.png,14,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_200_8dc7e2c87515b5dd4261c2ef24e86b59.png,5,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_201_a9ceb5e547fed2f7d052cdc794cb1330.png,14,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_202_3f273237f9068624e14886afde134e09.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_203_dada70571c7ddf32b8bbbf448a6880a4.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_204_ac988fe10c5e2b605b2c7e48f2af8701.png,11,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_205_33915ae53ce2cffb30485ad683a8c64e.png,18,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_206_a9a16f442db25098459cc72d4e816c2d.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_207_cafba392717cd7b7077f8aec6d99296c.png,4,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_208_9c42ed347e00dc159b9fb767b52de139.png,35,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_209_3c6531547003951472ce20fa1de720fc.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_210_b3b5a33dee9c880c1abb235a50a5cd81.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_211_75ae516a4fba3943054907d8f738aa73.png,16,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_212_6e20d6ec569513933f5768d5424b7e86.png,13,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_213_0c52e27c5383dd946fffdf0253f96067.png,15,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_214_85b6a7b08f5f5820a20b582046a7d7a9.png,24,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_215_3b73689cbb3b2a04a1a713230459f7e5.png,15,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_216_011fda505d7e4af4b8cc57545343624d.png,21,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_217_5a65081dd9202379699a7518fd51a9a5.png,22,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_218_7756dcc0d11e89797a0a2f25e99d3b07.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_219_a478295afdbbbc6ca8d08b3a435a4528.png,2,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_220_5b3e7408f7ab2a8bce36cfda5a1e121b.png,37,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_221_2fd118764c0afa9a4e1ccbe9bd8210a5.png,27,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_222_ed10d2a300c0f99915a467afc514c5cf.png,15,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_223_b75d053b22d2ed9d019608c8508676b6.png,6,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_224_f996f3195bdb1c5ed08d97272ae16e62.png,27,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_225_fcc9c7e2fc1a0f4d30fa745308d15194.png,28,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_226_199ea9d75d6266bcc1be87995de6a70a.png,19,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_227_f261e4379ef4e11a13db19e54b698395.png,6,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_228_7d96810eb097fe737df7fc9eb0a8b3ed.png,23,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_229_f6ed8a6797cceb43ed891679cd4434de.png,77,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_230_6bf1d6248d10a7f358f28d39245bb8fe.png,28,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_231_dd245e5ad1da4d1d4b86786d2470d145.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_232_75d04c5e7ddcdf002714f7ef57d4e418.png,12,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_233_379c7ce231b0c43a3d9a964680573dce.png,17,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_234_eddca08930f139f44c5d22a48d9f2909.png,52,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_235_38b630ac8a1f02f6a466824f6babaf0e.png,46,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_236_221e5472253d8a712be2eb84079a6a72.png,63,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_237_8e39307fc74e68a5f4a6ae66764331b4.png,15,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_238_3f30a996dcac3c4845ba2e650fe874b5.png,18,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_239_f5cad8f1a038b616cb2ce4ca46183262.png,14,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_240_9dc92f731aa43451aaccdaabbca220fa.png,41,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_241_ab81d6ae2c9e6ba88aa8d094019358cb.png,5,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_242_36ec7e0332c9ab3aa1edb53fe8f6cba8.png,44,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_243_431ffd642258bfa70558eb03afa9bc83.png,15,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_244_d718a645caa4281cefd7d6dc8f54e36b.png,12,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_245_fb8f92d163cb0370fa7fa8e7bbaa4edc.png,28,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_246_c4f51dd4f48d013f69b4c5e2adced54d.png,31,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_247_ebdd17c9dd496a1231cc29c081e78e80.png,13,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_248_a5ce47f6a10f543bf7fdac28b709d30d.png,43,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_249_bd7e1530680d11547db567150fa7c403.png,38,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_250_539a88e6ce009eee5398bdbada60ff23.png,37,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_251_e457af606b15cffb99021a1018f1424f.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_252_da51093be0db6b3ccd477a6aeddc2261.png,52,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_253_303399e0cd747a0646339f4e1f6c91a9.png,12,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_254_855dda15d3be4156803b1fa32ed2a19b.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_255_550a723278b6eb460f4cf76bd5dbaff0.png,42,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_256_8932ac9bf855b72eef7390e7e486133e.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_257_3b536324e212ad03ae37afcf97d0c760.png,24,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_258_a88f00847363c89e1960ade289b38612.png,13,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_259_a0e4c7e0f677cfcdb5614940266d221e.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_260_9fc84cd39cefe6f1a7b54e92cd971210.png,30,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_261_6a8631b14ebfd221bad8b5238cf7dd03.png,19,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_262_425f92ac0896cfea0e4e674cd449ce23.png,17,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_263_5901e3526774e5847970bb8203c7c711.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_264_094367d4b4e508075c004d2e2f08c7ef.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_265_02c6113a42960d9617990a3b291cf65d.png,38,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_266_29bb0d0010f481423a9d4293ad1e67b2.png,27,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_267_f7b28bd33b541782b308e1a3ef84995a.png,20,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_268_8725a834d8421b4f506987ce6402613a.png,25,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_269_651555a374eacf3de392c98dbd85d44d.png,12,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_270_29f484bfc17af22288d78f7187777fc6.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_271_0d2057f820c3b157fd030fe3308f60dc.png,20,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_272_17192f69185395519f65be5358d32c3f.png,41,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_273_8c6d9eb30595ab305050c80d21aab128.png,11,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_274_a3cd8fc514a7a507198e186b5c58f9d2.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_275_4929d79aaa3dcea4133f2a17cb7e10e0.png,44,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_276_5d8297d46d5babc9aaba0652a2a5051f.png,38,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_277_449a3b9bd9ad2cc080d8960bb3834968.png,62,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_278_b5236e7b9f5dc7783cce4dbb5fb1a082.png,26,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_279_5dccd5619d4469ed4516cbbcb4c29944.png,22,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_280_1e4460705ccdffafa78ceef35bf11ad2.png,16,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_281_477a31e5481902c6624a3d0407be13bf.png,40,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_282_04010e1dae8de0da7f038efd3a0a204a.png,11,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_283_5966509346d31911ac8644a23e128f56.png,9,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_284_a57e3c97ad51375f4656963d6bd88f8d.png,41,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_285_14ea41d8e885c165390da7e03f594d9d.png,26,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_286_519e7eefd219097919196d38beb06136.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_287_7ba4a45ed026e5a7c8571c46b53a81bb.png,6,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_288_00b1e59ebc3e7be500ef7548207d44e2.png,26,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_289_2cefdbf695da71852337ae3557ccdd38.png,20,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_290_f24560268564c05b0f400bed26cc74f6.png,6,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_291_a10c2955a9d8654bec42a0d21c8acb6c.png,10,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_292_35323790c9bcae22c96ab32a2fc165b9.png,23,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_293_f195a1576fa4437e8f31f35959554eda.png,39,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_294_4f8e654e9c41b941ef6ced7a6b833917.png,7,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_295_18379ef3f64b0efa33ee42877fdd6947.png,9,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_296_ba64e833160b9da794e7aeb64207ba69.png,21,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_297_7b04019e566ede8ebbbce0ffd3a7601e.png,11,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_298_d8e4b84f30c820328c07765d8f1f4c73.png,10,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_299_1ee9fd65fccbf776a6170b4e4d034335.png,8,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_300_19c7c2f6bb8dfb3143ab9f9be7dd3e9d.png,6,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_301_272c49a7303c02c8c000fe0bc3a6dbbe.png,5,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_302_555c3bddd4513160fb3681c88f4bcc87.png,12,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_303_7c38ddce962298663b96ec38a7561b56.png,30,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_304_c5304cb4ceea0d7c9c64e26b6b3e804e.png,22,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_305_30cef53c58d14524f9d49e24af9887fa.png,18,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_306_8c21e0dc6b8fbeddfd6f9923b4b1054c.png,16,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_307_532d83297919d817648393a46f6835db.png,17,test
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_308_aee74e3c1bcd82561303ee974d31c08f.png,20,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_309_d72288404d45ed33074fcfb77d099f2f.png,19,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_310_f4062608fdab5e483be224b0b807bfbb.png,54,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_311_5b9327cfecd550d543d371d0c94b2bad.png,31,val
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_312_e195831951b7e556d3ca5f497ad4bc9c.png,46,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_313_c7f09970db9f10dbaf7e567234d1371a.png,7,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_314_debaf960d9af83738102e03ce40d4cc3.png,14,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_315_c1d551f467cac1389043740557caae1f.png,20,train
C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_316_9cb5c0144965b0274edc70210f100940.png,23,test
